target_location,target_name,BOOK,latitude,longitude,target_code,DAY,MONTH,YEAR,TIME OF ATTACK,AIR FORCE,TOTAL_AIRCRAFT,AVG_ALTITUDE,TOTAL_HE_BOMBS,TOTAL_HE_TONS,TOTAL_INCENDIARY_BOMBS,TOTAL_INCENDIARY_TONS,TOTAL_FRAG_BOMBS,TOTAL_FRAG_TONS,TOTAL_TONS,NUM_ATTACKS
Becco,Viaduct,BOOK_11_TRANSPORTATION__PART_2,4421N,908E,41471 611,19.0,5.0,4.0,1000.0,R,144.0,162.0,115.0,103.5,0.0,0.0,0.0,0.0,103.5,5
Becco,Viaduct,BOOK_11_TRANSPORTATION__PART_2,4421N,908E,41471 611,19.0,6.0,4.0,1159.0,R,39.0,160.0,234.0,117.0,0.0,0.0,0.0,0.0,117.0,1
Beckum,Railway Junction,BOOK_11_TRANSPORTATION__PART_4,,,94053 630,18-19,9.0,0.0,,R,2.0,,10.0,1.9,0.0,0.0,0.0,0.0,1.9,2
Belgrade,AIRDROME,BOOK_10_AIRFIELDS__PART_1,4545N,1907E,4-539 A,6.0,9.0,4.0,,8.0,1.0,,10.0,3.0,0.0,0.0,0.0,0.0,3.0,1
Belgrade,Ikarus,BOOK_7_AIRCRAFTPRODUCTION,4449N,2029E,14126 151,16.0,4.0,4.0,1217.0,15.0,61.0,197.5,731.0,183.0,0.0,0.0,0.0,0.0,183.0,2
Belgrade,Ikarus,BOOK_7_AIRCRAFTPRODUCTION,4449N,2029E,14126 151,24.0,4.0,4.0,1215.0,15.0,20.0,230.0,228.0,57.0,0.0,0.0,0.0,0.0,57.0,1
Belgrade,Sava RR Bridge,BOOK_11_TRANSPORTATION__PART_1,4449N,2029E,14126 612,18.0,9.0,4.0,930.0,15.0,102.0,225.5,271.0909090909091,119.0,0.0,0.0,0.0,0.0,119.0,4
Belgrade,Sava RR Bridge,BOOK_11_TRANSPORTATION__PART_1,4449N,2029E,14126 612,3.0,9.0,4.0,1055.0,15.0,53.0,239.0,316.0,158.0,0.0,0.0,0.0,0.0,158.0,2
Belgrade,Sava RR Bridge,BOOK_11_TRANSPORTATION__PART_1,4449N,2029E,14126 612,4.0,9.0,4.0,1053.0,15.0,27.0,255.0,162.0,81.0,0.0,0.0,0.0,0.0,81.0,1
Belgrade,Sava RR Bridge,BOOK_11_TRANSPORTATION__PART_1,4449N,2029E,14126 612,6.0,9.0,4.0,956.0,15.0,80.0,219.0,362.0,181.0,0.0,0.0,0.0,0.0,181.0,3
Belgrade,Sava RR Bridge,BOOK_11_TRANSPORTATION__PART_1,4449N,2029E,14126 612,8.0,9.0,4.0,1013.0,15.0,28.0,221.0,158.0,79.0,0.0,0.0,0.0,0.0,79.0,1
Belgrade,Shell Oil Depot,BOOK_2_OILREFINERIES,4449N,2029E,14126 531,4.0,7.0,4.0,1059.0,8,84.0,209.0,840.0,420.0,0.0,0.0,0.0,0.0,420.0,3
Belgrade,Zemun AD,BOOK_10_AIRFIELDS__PART_1,4449N,2029E,14126 781,17.0,4.0,4.0,1206.0,R,26.0,215.0,312.0,78.0,0.0,0.0,0.0,0.0,78.0,1
Belgrade Pancevo,Bridge,BOOK_11_TRANSPORTATION__PART_1,4449N,2029E,14126 611,3.0,9.0,4.0,1052.0,15.0,28.0,220.0,167.0,84.0,0.0,0.0,0.0,0.0,84.0,1
Belley,Railroad Bridge,BOOK_11_TRANSPORTATION__PART_2,4546N,541E,42249 610,27.0,12.0,4.0,1210.0,8.0,34.0,229.0,143.0,72.0,0.0,0.0,0.0,0.0,72.0,3
Benscheid,Tveiende,BOOK_6_INDUSTRIAL__PART_5,,,2227,06-07,11.0,0.0,,R,2.0,,4.0,1.6,120.0,0.24,0.0,0.0,1.8399999999999999,2
Berat,Kucov Oil,BOOK_2_OILREFINERIES,4343N,1957E,1140 501,23.0,7.0,4.0,1212.0,8,56.0,198.5,238.0,119.0,0.0,0.0,0.0,0.0,119.0,2
Berat,Kucov Oil,BOOK_2_OILREFINERIES,4343N,1957E,1140 501,25.0,7.0,4.0,814.0,8,22.0,185.0,132.0,66.0,0.0,0.0,0.0,0.0,66.0,1
Berat,Kucov Oil,BOOK_2_OILREFINERIES,4343N,1957E,1140 501,26.0,7.0,4.0,1245.0,8,22.0,195.0,100.0,55.0,0.0,0.0,0.0,0.0,55.0,1
Berat,Kucov Oil,BOOK_2_OILREFINERIES,4343N,1957E,1140 501,6.0,7.0,4.0,1300.0,8,64.0,197.0,100.0,55.0,0.0,0.0,0.0,0.0,55.0,1
Berchtesgaden,Train,BOOK_11_TRANSPORTATION__PART_4,,,94055 630,15-16,5.0,0.0,,R,3.0,,8.0,1.4,0.0,0.0,0.0,0.0,1.4,3
Berchtesgaden,Transport MY,BOOK_11_TRANSPORTATION__PART_4,,,94057 630,25,4.0,5.0,,R,4.0,,11.0,11.0,0.0,0.0,0.0,0.0,11.0,2
Berchtesgaden,Transport MY,BOOK_11_TRANSPORTATION__PART_4,,,94057 630,26,4.0,5.0,,R,2.0,,11.0,11.0,24.0,0.0,0.0,0.0,11.0,1
Berck,Anti Aircraft Positions,BOOK_15_TACTICAL,,,42199 820,12,9.0,0.0,,R,3.0,,30.0,19.0,0.0,0.0,0.0,0.0,19.0,3
Berck sur Mer,Airdrome,BOOK_10_AIRFIELDS__PART_1,524N,136E,42199 780,26-27,8.0,0.0,600.0,R,2.0,115.0,812.0,101.5,0.0,0.0,0.0,0.0,101.5,2
Berck sur Mer,Airdrome,BOOK_10_AIRFIELDS__PART_1,524N,136E,42199 780,28-28,8.0,0.0,600.0,R,1.0,115.0,2.0,0.25,60.0,0.12,0.0,0.0,0.37,1
Berck sur Mer,Airdrome,BOOK_10_AIRFIELDS__PART_1,524N,136E,42199 780,29-29,8.0,0.0,600.0,R,1.0,115.0,12.0,1.5,1000.0,50.0,0.0,0.0,51.5,1
Berck sur Mer,Airdrome,BOOK_10_AIRFIELDS__PART_1,524N,136E,42199 780,04-05,9.0,0.0,1430.0,R,4.0,115.0,14.666666666666668,2.0,22.0,0.0,0.0,0.0,2.0,2
Berck sur Mer,Airdrome,BOOK_10_AIRFIELDS__PART_1,524N,136E,42199 780,28,10.0,0.0,1600.0,R,1.0,115.0,4.0,0.6,0.0,0.0,0.0,0.0,0.6,1
Berck sur Mer,Airdrome,BOOK_10_AIRFIELDS__PART_1,524N,136E,42199 780,29,10.0,0.0,1430.0,R,1.0,115.0,4.0,0.6,0.0,0.0,0.0,0.0,0.6,1
Berck sur Mer,Airdrome,BOOK_10_AIRFIELDS__PART_1,524N,136E,42199 780,16,4.0,1.0,800.0,R,12.0,115.0,18.0,2.0,0.0,0.0,0.0,0.0,2.0,2
Berck sur Mer,Airdrome,BOOK_10_AIRFIELDS__PART_1,524N,136E,42199 780,08-09,3.0,3.0,1300.0,R,2.0,115.0,86.0,1.55,632.0,1.68,0.0,0.0,3.2300000000000004,2
Berck sur Mer,Airdrome,BOOK_10_AIRFIELDS__PART_1,524N,136E,42199 780,23,11.0,3.0,1243.0,8,39.0,115.0,222.0,40.5,0.0,0.0,0.0,0.0,40.5,2
Berck sur Mer,Airdrome,BOOK_10_AIRFIELDS__PART_1,524N,136E,42199 780,25-26,11.0,3.0,1430.0,8,30.0,115.0,1.5,2.0,732.0,1.88,0.0,0.0,3.88,2
Berck sur Mer,Airdrome,BOOK_10_AIRFIELDS__PART_1,524N,136E,42199 780,30,7.0,4.0,900.0,8,6.0,115.0,115.0,34.0,0.0,0.0,0.0,0.0,34.0,2
Berendrecht,Flak Btry,BOOK_15_TACTICAL,,,94058 820,26-27,6.0,1.0,,R,2.0,,20.333333333333336,4.0,0.0,0.0,0.0,0.0,4.0,2
Bergamo,UNIDENTIFIED TARGET,BOOK_6_INDUSTRIAL__PART_1,,,40127,20,10.0,0.0,,R,2.0,,6.0,3.0,0.0,0.0,0.0,0.0,3.0,1
Bergamo,UNIDENTIFIED TARGET,BOOK_6_INDUSTRIAL__PART_1,,,40127,20-21,10.0,0.0,,R,4.0,,9.0,2.0,60.0,0.12,0.0,0.0,2.12,2
Bergedorf,Unidentified Target,BOOK_6_INDUSTRIAL__PART_2,5328N,1012E,46179 10,25.0,10.0,4.0,,8.0,2.0,,38.0,5.0,0.0,0.0,0.0,0.0,5.0,1
Bergen,Beacon,BOOK_15_TACTICAL,,,90041 800,10-11,2.0,1.0,,R,1.0,,2.0,0.25,0.0,0.0,0.0,0.0,0.25,1
Bergen,Bergen Air Field,BOOK_10_AIRFIELDS__PART_1,5238N,446E,11055 781,23,7.0,0.0,,R,1.0,,3.0,1.0,0.0,0.0,0.0,0.0,1.0,1
Bergen,Bergen Air Field,BOOK_10_AIRFIELDS__PART_1,5238N,446E,11055 781,23-24,7.0,0.0,,R,1.0,,5.0,1.0,0.0,0.0,0.0,0.0,1.0,1
Bergen,Bergen Air Field,BOOK_10_AIRFIELDS__PART_1,5238N,446E,11055 781,1,8.0,0.0,,R,1.0,,4.0,0.6,0.0,0.0,0.0,0.0,0.6,1
Bergen,Bergen Air Field,BOOK_10_AIRFIELDS__PART_1,5238N,446E,11055 781,24,8.0,0.0,,R,2.0,,14.0,1.8,0.0,0.0,0.0,0.0,1.8,2
Bergen,Bergen Air Field,BOOK_10_AIRFIELDS__PART_1,5238N,446E,11055 781,24-25,8.0,0.0,,R,1.0,,8.0,1.0,0.0,0.0,0.0,0.0,1.0,1
Bergen,Bergen Air Field,BOOK_10_AIRFIELDS__PART_1,5238N,446E,11055 781,26,8.0,0.0,,R,1.0,,2.0,0.3,0.0,0.0,0.0,0.0,0.3,1
Bergen,Bergen Air Field,BOOK_10_AIRFIELDS__PART_1,5238N,446E,11055 781,29,8.0,0.0,,R,1.0,,12.0,1.5,0.0,0.0,0.0,0.0,1.5,1
Bergen,Bergen Air Field,BOOK_10_AIRFIELDS__PART_1,5238N,446E,11055 781,1,9.0,0.0,,R,1.0,,6.0,0.9,50.0,0.1,0.0,0.0,1.0,1
Bergen,Bergen Air Field,BOOK_10_AIRFIELDS__PART_1,5238N,446E,11055 781,30,10.0,0.0,,R,1.0,,4.0,0.6,0.0,0.0,0.0,0.0,0.6,1
Bergen,Bergen Air Field,BOOK_10_AIRFIELDS__PART_1,5238N,446E,11055 781,03,12.0,0.0,,R,1.0,,4.0,0.6,0.0,0.0,0.0,0.0,0.6,1
Bergen,Bergen Air Field,BOOK_10_AIRFIELDS__PART_1,5238N,446E,11055 781,05,1.0,1.0,,R,1.0,,3.0,0.45,2.0,0.0,0.0,0.0,0.45,1
Bergen,Bergen Air Field,BOOK_10_AIRFIELDS__PART_1,5238N,446E,11055 781,13-14,3.0,1.0,,R,1.0,,2.0,1.0,0.0,0.0,0.0,0.0,1.0,1
Bergen,Bergen Air Field,BOOK_10_AIRFIELDS__PART_1,5238N,446E,11055 781,15,3.0,1.0,,R,1.0,,2.0,1.0,0.0,0.0,0.0,0.0,1.0,1
Bergen,Bergen Air Field,BOOK_10_AIRFIELDS__PART_1,5238N,446E,11055 781,09-10,7.0,1.0,,R,1.0,,1.0,2.0,0.0,0.0,0.0,0.0,2.0,1
Bergen,Bergen Air Field,BOOK_10_AIRFIELDS__PART_1,5238N,446E,11055 781,12,8.0,1.0,,R,1.0,,2.0,1.0,50.0,0.1,0.0,0.0,1.1,1
Bergen,Bergen Air Field,BOOK_10_AIRFIELDS__PART_1,5238N,446E,11055 781,14,8.0,1.0,,R,1.0,,6.0,2.0,0.0,0.0,0.0,0.0,2.0,1
Bergen,Bergen Air Field,BOOK_10_AIRFIELDS__PART_1,5238N,446E,11055 781,14-15,8.0,1.0,,R,4.0,,10.0,4.0,120.0,0.24,0.0,0.0,4.24,3
Bergen,Bergen Air Field,BOOK_10_AIRFIELDS__PART_1,5238N,446E,11055 781,20-21,8.0,1.0,,R,12.0,,48.0,12.0,0.0,0.0,0.0,0.0,12.0,2
Bergen,Bergen Air Field,BOOK_10_AIRFIELDS__PART_1,5238N,446E,11055 781,06-07,9.0,1.0,,R,1.0,,2.0,0.3,0.0,0.0,0.0,0.0,0.3,1
Bergen,Bergen Air Field,BOOK_10_AIRFIELDS__PART_1,5238N,446E,11055 781,20-21,9.0,1.0,,R,5.0,,9.0,2.2,80.0,2.0,0.0,0.0,4.2,3
Bergen,Bergen Air Field,BOOK_10_AIRFIELDS__PART_1,5238N,446E,11055 781,12-13,10.0,1.0,,R,2.0,,3.0,1.3,0.0,0.0,0.0,0.0,1.3,2
Bergen,Bergen Air Field,BOOK_10_AIRFIELDS__PART_1,5238N,446E,11055 781,29-30,10.0,1.0,,R,1.0,,4.0,1.0,0.0,0.0,0.0,0.0,1.0,1
Bergen,Bergen Air Field,BOOK_10_AIRFIELDS__PART_1,5238N,446E,11055 781,30,10.0,1.0,,R,1.0,,2.0,0.3,0.0,0.0,0.0,0.0,0.3,1
Bergen,Bergen Air Field,BOOK_10_AIRFIELDS__PART_1,5238N,446E,11055 781,05-06,6.0,2.0,,R,3.0,,3.0,2.6,2800.0,6.0,0.0,0.0,8.6,2
Bergen,Bergen Air Field,BOOK_10_AIRFIELDS__PART_1,5238N,446E,11055 781,25-26,6.0,2.0,,R,3.0,,4.0,1.0,1600.0,3.2,0.0,0.0,4.2,2
Bergen,Bergen Air Field,BOOK_10_AIRFIELDS__PART_1,5238N,446E,11055 781,28,7.0,2.0,,R,3.0,,8.0,2.0,32.0,0.0,0.0,0.0,2.0,1
Bergen,Bergen Air Field,BOOK_10_AIRFIELDS__PART_1,5238N,446E,11055 781,28-29,7.0,2.0,,R,4.0,,41.0,5.3,8.0,0.0,0.0,0.0,5.3,2
Bergen,Bergen Air Field,BOOK_10_AIRFIELDS__PART_1,5238N,446E,11055 781,16-17,9.0,2.0,,R,2.0,,0.0,0.0,1000.0,2.0,0.0,0.0,2.0,1
Bergen,Bergen Air Field,BOOK_10_AIRFIELDS__PART_1,5238N,446E,11055 781,05-06,3.0,3.0,,R,2.0,,10.0,2.5,800.0,2.0,0.0,0.0,4.5,1
Bergen,Bergen Air Field,BOOK_10_AIRFIELDS__PART_1,5206,,464,12,4.0,3.0,1050.0,R,3.0,213.33333333333334,141.0,70.0,230.0,57.5,0.0,0.0,127.5,3
Bergen,Bergen Air Field,BOOK_10_AIRFIELDS__PART_1,5238N,446E,11055 781,07-24,6.0,3.0,,R,2.0,,0.0,0.0,1000.0,2.0,0.0,0.0,2.0,1
Bergen,Bergen Air Field,BOOK_10_AIRFIELDS__PART_1,5238N,446E,11055 781,25-26,7.0,3.0,,R,2.0,,3.0,2.0,1100.0,2.0,0.0,0.0,4.0,2
Bergen,Bergen Air Field,BOOK_10_AIRFIELDS__PART_1,5206,,464,23-24,8.0,3.0,1200.0,R,2.0,210.0,1.0,0.55,800.0,2.0,0.0,0.0,2.55,2
Bergen,Bergen Air Field,BOOK_10_AIRFIELDS__PART_1,5206,,464,20-21,10.0,3.0,1215.0,R,2.0,210.0,1.0,2.0,1000.0,3.0,0.0,0.0,5.0,2
Bergen,Bergen Air Field,BOOK_10_AIRFIELDS__PART_1,5238N,446E,11055 781,22-23,3.0,4.0,1400.0,R,2.0,292.0,11.0,3.0,0.0,0.0,0.0,0.0,3.0,1
Bergen,Bergen Air Field,BOOK_10_AIRFIELDS__PART_1,5238N,446E,11055 781,30-31,3.0,4.0,1200.0,R,1.0,294.0,4.0,1.0,0.0,0.0,0.0,0.0,1.0,1
Bergen,Bergen Air Field,BOOK_10_AIRFIELDS__PART_1,5238N,446E,11055 781,11-12,4.0,4.0,900.0,R,2.0,296.0,8.0,2.0,0.0,0.0,0.0,0.0,2.0,1
Bergen,Bergen Air Field,BOOK_10_AIRFIELDS__PART_1,5206,,464,13,5.0,4.0,1700.0,8,1.0,210.0,12.0,3.0,0.0,0.0,0.0,0.0,3.0,1
Bergen,Bergen Air Field,BOOK_10_AIRFIELDS__PART_1,5238N,446E,11055 781,05-06,6.0,4.0,1400.0,R,1.0,298.0,0.0,0.0,100.0,0.2,8.0,0.08,0.28,1
Bergen,Bergen Air Field,BOOK_10_AIRFIELDS__PART_1,5206,,464,14,6.0,4.0,930.0,R,1.0,214.0,0.0,0.0,0.0,0.0,4.0,0.04,0.04,1
Bergen,Bergen Air Field,BOOK_10_AIRFIELDS__PART_1,5238N,446E,11055 781,15-16,6.0,4.0,1730.0,R,1.0,300.0,2.0,0.6,0.0,0.0,0.0,0.0,0.6,1
Bergen,Bergen Air Field,BOOK_10_AIRFIELDS__PART_1,5238N,446E,11055 781,15-16,8.0,4.0,900.0,R,1.0,302.0,428.0,214.0,0.0,0.0,0.0,0.0,214.0,1
Bergen,Bergen Air Field,BOOK_10_AIRFIELDS__PART_1,5238N,446E,11055 781,16,8.0,4.0,1600.0,R,1.0,304.0,376.0,94.0,0.0,0.0,0.0,0.0,94.0,1
Bergen,Bergen Air Field,BOOK_10_AIRFIELDS__PART_1,5238N,446E,11055 781,16-16,8.0,4.0,1400.0,R,1.0,303.0,599.0,300.0,0.0,0.0,0.0,0.0,300.0,1
Bergen,Bergen Air Field,BOOK_10_AIRFIELDS__PART_1,5238N,446E,11055 781,16-17,8.0,4.0,600.0,R,6.0,296.5,21.333333333333336,4.0,0.0,0.0,0.0,0.0,4.0,2
Bergen,Bergen Air Field,BOOK_10_AIRFIELDS__PART_1,5238N,446E,11055 781,25-26,8.0,4.0,930.0,R,3.0,296.0,12.0,3.0,0.0,0.0,0.0,0.0,3.0,1
Bergen,Bergen Air Field,BOOK_10_AIRFIELDS__PART_1,5238N,446E,11055 781,26,8.0,4.0,1227.0,8,21.0,292.5,160.0,40.0,0.0,0.0,0.0,0.0,40.0,2
Bergen,Bergen Air Field,BOOK_10_AIRFIELDS__PART_1,5238N,446E,11055 781,26-27,8.0,4.0,930.0,8,2.0,295.0,8.0,2.0,0.0,0.0,0.0,0.0,2.0,1
Bergen,Bergen Air Field,BOOK_10_AIRFIELDS__PART_1,5238N,446E,11055 781,28,9.0,4.0,1500.0,R,8.0,295.0,9.0,4.5,0.0,0.0,0.0,0.0,4.5,1
Bergen,Bergen Air Field,BOOK_10_AIRFIELDS__PART_1,5238N,446E,11055 781,29,9.0,4.0,600.0,R,31.0,295.0,1152.0,503.0,0.0,0.0,0.0,0.0,503.0,3
Bergen,Bergen Air Field,BOOK_10_AIRFIELDS__PART_1,5238N,446E,11055 781,30,9.0,4.0,1800.0,R,30.0,295.0,6.0,6.0,0.0,0.0,0.0,0.0,6.0,1
Bergen,DEELEN AIRDROME,BOOK_10_AIRFIELDS__PART_1,5206N,553E,11160 780,14-15,8.0,1.0,600.0,R,2.0,,4.0,2.0,0.0,0.0,0.0,0.0,2.0,2
Bergen,DEELEN AIRDROME,BOOK_10_AIRFIELDS__PART_1,5206N,553E,11160 780,13-14,7.0,2.0,930.0,R,5.0,,12.666666666666668,1.9,0.0,0.0,0.0,0.0,1.9,2
Bergen,DEELEN AIRDROME,BOOK_10_AIRFIELDS__PART_1,5206N,553E,11160 780,25-26,7.0,2.0,1434.0,R,4.0,,8.0,1.2,0.0,0.0,0.0,0.0,1.2,2
Bergen,DEELEN AIRDROME,BOOK_10_AIRFIELDS__PART_1,5206N,553E,11160 780,01,8.0,2.0,1530.0,R,1.0,,2.0,0.3,0.0,0.0,0.0,0.0,0.3,1
Bergen,DEELEN AIRDROME,BOOK_10_AIRFIELDS__PART_1,5206N,553E,11160 780,06-07,8.0,2.0,1200.0,R,1.0,,12.0,1.5,8.0,0.12,0.0,0.0,1.62,1
Bergen,DEELEN AIRDROME,BOOK_10_AIRFIELDS__PART_1,5206N,553E,11160 780,09-10,8.0,2.0,1200.0,R,3.0,,15.0,5.3,908.0,2.12,0.0,0.0,7.42,3
Bergen,DEELEN AIRDROME,BOOK_10_AIRFIELDS__PART_1,5206N,553E,11160 780,28-29,1.0,4.0,1800.0,R,3.0,,12.0,3.0,0.0,0.0,0.0,0.0,3.0,1
Bergen,DEELEN AIRDROME,BOOK_10_AIRFIELDS__PART_1,5206N,553E,11160 780,15-16,2.0,4.0,600.0,R,2.0,,8.0,2.0,0.0,0.0,0.0,0.0,2.0,1
Bergen,DEELEN AIRDROME,BOOK_10_AIRFIELDS__PART_1,5206N,553E,11160 780,19-20,2.0,4.0,930.0,R,3.0,,12.0,3.0,0.0,0.0,0.0,0.0,3.0,1
Bergen,DEELEN AIRDROME,BOOK_10_AIRFIELDS__PART_1,5206N,553E,11160 780,20-21,2.0,4.0,1430.0,R,4.0,,16.0,4.0,0.0,0.0,0.0,0.0,4.0,1
Bergen,DEELEN AIRDROME,BOOK_10_AIRFIELDS__PART_1,5206N,553E,11160 780,24-25,2.0,4.0,1200.0,R,3.0,,12.0,3.0,0.0,0.0,0.0,0.0,3.0,1
Bergen,DEELEN AIRDROME,BOOK_10_AIRFIELDS__PART_1,5206N,553E,11160 780,25-26,2.0,4.0,1434.0,R,2.0,,8.0,2.0,0.0,0.0,0.0,0.0,2.0,1
Bergen,DEELEN AIRDROME,BOOK_10_AIRFIELDS__PART_1,5206N,553E,11160 780,01-02,3.0,4.0,1200.0,R,1.0,,3.0,1.0,0.0,0.0,0.0,0.0,1.0,1
Bergen,DEELEN AIRDROME,BOOK_10_AIRFIELDS__PART_1,5206N,553E,11160 780,15-16,3.0,4.0,900.0,R,3.0,,12.0,3.0,0.0,0.0,0.0,0.0,3.0,1
Bergerac,Mont de Marsan AD,BOOK_10_AIRFIELDS__PART_1,4450N,,31W,26.0,3.0,4.0,1150.0,8.0,13.0,150.28571428571428,2878.0,287.6,104.0,5.2,8.0,0.276,293.076,7
Bergerac,Mont de Marsan AD,BOOK_10_AIRFIELDS__PART_1,4450N,,31W,27.0,3.0,4.0,1437.0,8.0,5.0,170.0,200.0,9.0,2.0,0.1,4.0,0.138,9.238,1
Bergerac,Unidentified,BOOK_6_INDUSTRIAL__PART_2,,,42200,18-19,3.0,4.0,205.0,R,36.0,90.0,6.0,30.55,2766.6666666666665,41.0,0.0,0.0,71.55,2
Bergheim,Unidentified Target,BOOK_6_INDUSTRIAL__PART_2,557N,638E,46182,1.0,1.0,5.0,600.0,8.0,10.0,225.0,40.0,2.0,0.0,0.0,0.0,0.0,2.0,1
Bergheim,Unidentified Target,BOOK_6_INDUSTRIAL__PART_2,557N,638E,46182,10.0,1.0,5.0,1327.0,8.0,11.0,225.0,417.0,21.0,0.0,0.0,0.0,0.0,21.0,1
Bergnes,Batteries,BOOK_15_TACTICAL,,,93048 820,29,5.0,0.0,,R,14.0,,196.0,155.4,0.0,0.0,0.0,0.0,155.4,7
Berka,Marshalling Yard,BOOK_11_TRANSPORTATION__PART_3,5057N,1004E,46188 630,20.0,,5.0,400.0,8.0,10.0,,120.0,30.0,0.0,0.0,0.0,0.0,30.0,1
Berlin,A C Factories Tory,BOOK_7_AIRCRAFTPRODUCTION,5232N,1325E,46184 110,01-01,8.0,0.0,1400.0,R,7.0,214.5,10.0,1.9,72.0,0.144,0.0,0.0,2.044,2
Berlin,A C Factories Tory,BOOK_7_AIRCRAFTPRODUCTION,5232N,1325E,46184 110,1,8.0,0.0,,R,5.0,212.0,20.0,3.0,0.0,0.0,0.0,0.0,3.0,1
Berlin,A C Factories Tory,BOOK_7_AIRCRAFTPRODUCTION,5232N,1325E,46184 110,25-26,8.0,0.0,1430.0,R,4.0,201.0,16.0,4.0,0.0,0.0,0.0,0.0,4.0,2
Berlin,A C Factories Tory,BOOK_7_AIRCRAFTPRODUCTION,5232N,1325E,46184 110,28-29,8.0,0.0,930.0,R,5.0,204.5,11.0,2.0,60.0,0.12,0.0,0.0,2.12,2
Berlin,A C Factories Tory,BOOK_7_AIRCRAFTPRODUCTION,5232N,1325E,46184 110,30-31,8.0,0.0,930.0,R,13.0,209.0,20.0,4.6,100.0,0.2,0.0,0.0,4.8,5
Berlin,A C Factories Tory,BOOK_7_AIRCRAFTPRODUCTION,5232N,1325E,46184 110,04-05,9.0,0.0,1430.0,R,3.0,217.5,11.0,1.6,0.0,0.0,0.0,0.0,1.6,2
Berlin,A C Factories Tory,BOOK_7_AIRCRAFTPRODUCTION,5232N,1325E,46184 110,11-12,9.0,0.0,600.0,R,2.0,220.5,9.0,2.0,0.0,0.0,0.0,0.0,2.0,2
Berlin,A C Factories Tory,BOOK_7_AIRCRAFTPRODUCTION,5232N,1325E,46184 110,23-24,9.0,0.0,1400.0,R,1.0,205.0,4.0,1.0,0.0,0.0,0.0,0.0,1.0,1
Berlin,A C Factories Tory,BOOK_7_AIRCRAFTPRODUCTION,5232N,1325E,46184 110,26,9.0,0.0,1800.0,R,1.0,210.0,8.0,2.0,0.0,0.0,8.0,0.48,2.48,1
Berlin,A C Factories Tory,BOOK_7_AIRCRAFTPRODUCTION,5232N,1325E,46184 110,28,3.0,4.0,1325.0,8,20.0,204.0,96.0,24.0,95.0,4.75,10.0,2.0,30.75,1
Berlin,A C Factories Tory,BOOK_7_AIRCRAFTPRODUCTION,5232N,1325E,46184 110,29,3.0,4.0,1323.0,8,29.0,220.0,310.0,78.0,70.0,3.5,10.0,2.7,84.2,1
Berlin,A C Factories Tory,BOOK_7_AIRCRAFTPRODUCTION,5232N,1325E,46184 110,30,3.0,4.0,1323.0,8,26.0,200.0,260.0,65.0,100.0,5.0,0.0,0.0,70.0,1
Berlin,A C Factories Tory,BOOK_7_AIRCRAFTPRODUCTION,5232N,1325E,46184 110,31,3.0,4.0,1433.0,8,75.0,247.0,110.0,6.0,330.0,16.5,10.0,1.8,24.3,1
Berlin,A C Factories Tory,BOOK_7_AIRCRAFTPRODUCTION,5232N,1325E,46184 110,2,4.0,4.0,930.0,8,115.0,240.0,150.0,45.0,150.0,7.5,0.0,0.0,52.5,1
Berlin,AC Engine Plants,BOOK_7_AIRCRAFTPRODUCTION,5232N,1325E,46184 130,01-31,8.0,0.0,600.0,R,4.0,200.0,12.0,1.8,240.0,0.48,0.0,0.0,2.28,1
Berlin,AC Engine Plants,BOOK_7_AIRCRAFTPRODUCTION,5232N,1325E,46184 130,06-07,9.0,0.0,1530.0,R,4.0,203.0,24.0,3.0,120.0,0.24,0.0,0.0,3.24,1
Berlin,AC Engine Plants,BOOK_7_AIRCRAFTPRODUCTION,5232N,1325E,46184 130,08,9.0,0.0,600.0,R,4.0,202.0,20.0,3.0,0.0,0.0,0.0,0.0,3.0,1
Berlin,AC Engine Plants,BOOK_7_AIRCRAFTPRODUCTION,5232N,1325E,46184 130,09-10,9.0,0.0,1430.0,R,2.0,200.5,9.0,2.0,180.0,0.36,0.0,0.0,2.3600000000000003,2
Berlin,AC Engine Plants,BOOK_7_AIRCRAFTPRODUCTION,5232N,1325E,46184 130,11,9.0,0.0,600.0,R,1.0,199.0,3.0,0.9,0.0,0.0,0.0,0.0,0.9,1
Berlin,AC Engine Plants,BOOK_7_AIRCRAFTPRODUCTION,5232N,1325E,46184 130,23-24,9.0,0.0,930.0,R,8.0,196.5,28.0,6.0,180.0,0.36,0.0,0.0,6.359999999999999,4
Berlin,AC Engine Plants,BOOK_7_AIRCRAFTPRODUCTION,5232N,1325E,46184 130,26-30,9.0,0.0,900.0,R,1.0,193.0,4.0,0.6,0.0,0.0,0.0,0.0,0.6,1
Berlin,AC Engine Plants,BOOK_7_AIRCRAFTPRODUCTION,5232N,1325E,46184 130,07-08,10.0,0.0,930.0,R,2.0,190.5,10.0,1.9,0.0,0.0,0.0,0.0,1.9,2
Berlin,AC Engine Plants,BOOK_7_AIRCRAFTPRODUCTION,5232N,1325E,46184 130,26-27,10.0,0.0,1200.0,R,6.0,187.0,6.0,1.9,120.0,0.24,0.0,0.0,2.14,3
Berlin,AC Engine Plants,BOOK_7_AIRCRAFTPRODUCTION,5232N,1325E,46184 130,28-31,10.0,0.0,930.0,R,2.0,185.0,2.0,0.6,0.0,0.0,0.0,0.0,0.6,1
